,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
717,39-3010,Gaming Services Workers,broad,118170.0,2.5,11.06,23000.0,1.0,8.07,8.71,9.46,11.42,17.14,16780.0,18120.0,19670.0,23750.0,35660.0,,,2016
718,39-3011,Gaming Dealers,detailed,94570.0,2.6,10.57,21990.0,1.2,7.99,8.61,9.27,10.19,15.28,16630.0,17900.0,19290.0,21200.0,31780.0,,,2016
719,39-3012,Gaming and Sports Book Writers and Runners,detailed,11460.0,7.6,12.36,25710.0,1.7,8.57,9.35,10.87,13.93,19.0,17820.0,19440.0,22600.0,28970.0,39520.0,,,2016
720,39-3019,"Gaming Service Workers, All Other",detailed,12140.0,6.8,13.61,28300.0,1.7,8.7,10.0,11.96,15.41,20.29,18090.0,20800.0,24880.0,32060.0,42200.0,,,2016
721,39-3020,Motion Picture Projectionists,broad,5480.0,7.2,11.9,24750.0,1.9,8.49,9.09,10.62,13.35,16.84,17660.0,18920.0,22100.0,27770.0,35030.0,,,2016
722,39-3021,Motion Picture Projectionists,detailed,5480.0,7.2,11.9,24750.0,1.9,8.49,9.09,10.62,13.35,16.84,17660.0,18920.0,22100.0,27770.0,35030.0,,,2016
723,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,117920.0,2.4,10.45,21740.0,0.6,8.16,8.78,9.58,11.28,14.28,16970.0,18270.0,19920.0,23470.0,29690.0,,,2016
724,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,117920.0,2.4,10.45,21740.0,0.6,8.16,8.78,9.58,11.28,14.28,16970.0,18270.0,19920.0,23470.0,29690.0,,,2016
725,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,325970.0,2.9,10.98,22830.0,0.5,8.29,8.9,9.91,11.64,14.97,17250.0,18510.0,20610.0,24210.0,31130.0,,,2016
726,39-3091,Amusement and Recreation Attendants,detailed,286740.0,3.1,10.58,22000.0,0.5,8.26,8.85,9.69,11.38,14.26,17190.0,18410.0,20160.0,23660.0,29660.0,,,2016
727,39-3092,Costume Attendants,detailed,6640.0,12.5,24.27,50470.0,3.2,10.01,14.39,22.07,31.79,41.97,20820.0,29940.0,45900.0,66120.0,87310.0,,,2016
728,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,18040.0,4.1,11.73,24390.0,1.1,8.44,9.11,10.44,13.5,17.35,17560.0,18950.0,21720.0,28090.0,36100.0,,,2016
729,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,14550.0,3.1,11.83,24610.0,0.6,8.6,9.51,11.19,13.49,15.38,17880.0,19770.0,23270.0,28070.0,32000.0,,,2016
730,39-4000,Funeral Service Workers,minor,65330.0,1.7,18.7,38890.0,1.1,9.2,11.19,15.42,23.32,32.33,19130.0,23280.0,32080.0,48500.0,67240.0,,,2016
731,39-4010,Embalmers,broad,3710.0,7.2,20.32,42260.0,1.9,12.01,14.98,19.3,24.72,30.33,24970.0,31150.0,40150.0,51410.0,63090.0,,,2016
732,39-4011,Embalmers,detailed,3710.0,7.2,20.32,42260.0,1.9,12.01,14.98,19.3,24.72,30.33,24970.0,31150.0,40150.0,51410.0,63090.0,,,2016
733,39-4020,Funeral Attendants,broad,35770.0,2.4,13.03,27110.0,0.9,8.7,9.84,11.94,15.07,19.09,18100.0,20460.0,24830.0,31360.0,39720.0,,,2016
734,39-4021,Funeral Attendants,detailed,35770.0,2.4,13.03,27110.0,0.9,8.7,9.84,11.94,15.07,19.09,18100.0,20460.0,24830.0,31360.0,39720.0,,,2016
735,39-4030,"Morticians, Undertakers, and Funeral Directors",broad,25850.0,2.7,26.3,54700.0,1.5,13.44,17.67,24.08,31.79,40.38,27950.0,36750.0,50090.0,66130.0,83980.0,,,2016
736,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,25850.0,2.7,26.3,54700.0,1.5,13.44,17.67,24.08,31.79,40.38,27950.0,36750.0,50090.0,66130.0,83980.0,,,2016
737,39-5000,Personal Appearance Workers,minor,521740.0,0.7,14.04,29190.0,0.6,8.7,9.46,11.48,15.92,22.97,18090.0,19670.0,23880.0,33110.0,47770.0,,,2016
738,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,368280.0,1.2,14.23,29600.0,0.7,8.63,9.41,11.68,16.52,23.53,17940.0,19570.0,24300.0,34350.0,48940.0,,,2016
739,39-5011,Barbers,detailed,15900.0,11.0,14.38,29900.0,2.5,8.76,9.78,12.38,17.8,22.79,18210.0,20350.0,25760.0,37020.0,47400.0,,,2016
740,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,352380.0,1.2,14.23,29590.0,0.7,8.62,9.4,11.66,16.43,23.58,17930.0,19550.0,24260.0,34170.0,49050.0,,,2016
741,39-5090,Miscellaneous Personal Appearance Workers,broad,153460.0,2.2,13.56,28210.0,1.0,8.91,9.58,11.12,14.68,21.16,18540.0,19940.0,23130.0,30530.0,44010.0,,,2016
742,39-5091,"Makeup Artists, Theatrical and Performance",detailed,3600.0,6.0,34.42,71590.0,3.3,10.88,18.24,29.31,51.0,60.08,22630.0,37940.0,60970.0,106070.0,124960.0,,,2016
743,39-5092,Manicurists and Pedicurists,detailed,90630.0,3.6,11.7,24330.0,1.0,9.04,9.57,10.65,12.71,16.15,18800.0,19910.0,22150.0,26440.0,33590.0,,,2016
744,39-5093,Shampooers,detailed,15240.0,5.5,10.08,20960.0,1.1,8.41,8.91,9.47,10.94,12.38,17480.0,18530.0,19700.0,22760.0,25750.0,,,2016
745,39-5094,Skincare Specialists,detailed,43980.0,3.5,16.91,35160.0,1.6,8.96,10.56,14.55,20.58,28.74,18640.0,21960.0,30270.0,42810.0,59780.0,,,2016
746,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,76760.0,2.4,13.28,27630.0,0.8,8.75,9.75,11.88,15.5,19.61,18200.0,20270.0,24710.0,32250.0,40790.0,,,2016
747,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,76760.0,2.4,13.28,27630.0,0.8,8.75,9.75,11.88,15.5,19.61,18200.0,20270.0,24710.0,32250.0,40790.0,,,2016
748,39-6011,Baggage Porters and Bellhops,detailed,44750.0,3.7,11.97,24910.0,0.9,8.51,9.18,10.7,13.67,17.36,17690.0,19090.0,22260.0,28440.0,36110.0,,,2016
749,39-6012,Concierges,detailed,32020.0,3.0,15.11,31440.0,1.0,9.89,11.24,14.06,18.03,22.48,20560.0,23380.0,29250.0,37500.0,46750.0,,,2016
750,39-7000,Tour and Travel Guides,minor,41690.0,2.7,13.78,28670.0,0.9,8.82,9.99,12.2,16.31,21.52,18350.0,20770.0,25370.0,33920.0,44760.0,,,2016
751,39-7010,Tour and Travel Guides,broad,41690.0,2.7,13.78,28670.0,0.9,8.82,9.99,12.2,16.31,21.52,18350.0,20770.0,25370.0,33920.0,44760.0,,,2016
752,39-7011,Tour Guides and Escorts,detailed,38660.0,2.9,13.51,28100.0,0.9,8.8,9.9,11.98,15.87,20.7,18300.0,20600.0,24920.0,33010.0,43060.0,,,2016
753,39-7012,Travel Guides,detailed,3030.0,9.6,17.28,35930.0,2.7,9.15,12.02,15.44,21.21,28.08,19030.0,25000.0,32100.0,44110.0,58400.0,,,2016
754,39-9000,Other Personal Care and Service Workers,minor,2820750.0,0.5,12.22,25410.0,0.3,8.41,9.29,10.83,13.28,17.84,17490.0,19320.0,22520.0,27620.0,37100.0,,,2016
755,39-9010,Childcare Workers,broad,569370.0,1.0,11.02,22930.0,0.6,8.26,8.98,10.18,12.25,15.25,17190.0,18680.0,21170.0,25490.0,31710.0,,,2016
756,39-9011,Childcare Workers,detailed,569370.0,1.0,11.02,22930.0,0.6,8.26,8.98,10.18,12.25,15.25,17190.0,18680.0,21170.0,25490.0,31710.0,,,2016
757,39-9020,Personal Care Aides,broad,1492250.0,0.8,10.92,22710.0,0.3,8.32,9.22,10.54,11.95,14.31,17310.0,19180.0,21920.0,24860.0,29760.0,,,2016
758,39-9021,Personal Care Aides,detailed,1492250.0,0.8,10.92,22710.0,0.3,8.32,9.22,10.54,11.95,14.31,17310.0,19180.0,21920.0,24860.0,29760.0,,,2016
759,39-9030,Recreation and Fitness Workers,broad,594280.0,0.8,16.33,33970.0,0.5,8.83,10.0,13.25,19.9,28.48,18360.0,20810.0,27570.0,41400.0,59230.0,,,2016
760,39-9031,Fitness Trainers and Aerobics Instructors,detailed,257410.0,1.3,20.57,42780.0,0.8,9.21,11.6,18.34,26.45,35.09,19150.0,24120.0,38160.0,55010.0,72980.0,,,2016
761,39-9032,Recreation Workers,detailed,336880.0,1.0,13.09,27230.0,0.3,8.66,9.51,11.48,15.05,20.03,18000.0,19780.0,23870.0,31310.0,41660.0,,,2016
762,39-9040,Residential Advisors,broad,110330.0,2.0,13.31,27690.0,0.6,8.81,10.11,12.29,15.25,19.21,18330.0,21020.0,25570.0,31720.0,39960.0,,,2016
763,39-9041,Residential Advisors,detailed,110330.0,2.0,13.31,27690.0,0.6,8.81,10.11,12.29,15.25,19.21,18330.0,21020.0,25570.0,31720.0,39960.0,,,2016
764,39-9090,Miscellaneous Personal Care and Service Workers,broad,54520.0,2.5,13.2,27460.0,1.0,8.89,9.96,12.22,15.52,18.49,18490.0,20730.0,25420.0,32290.0,38460.0,,,2016
765,39-9099,"Personal Care and Service Workers, All Other",detailed,54520.0,2.5,13.2,27460.0,1.0,8.89,9.96,12.22,15.52,18.49,18490.0,20730.0,25420.0,32290.0,38460.0,,,2016
766,41-0000,Sales and Related Occupations,major,14536530.0,0.2,19.5,40560.0,0.2,8.72,9.72,12.78,22.23,37.65,18150.0,20210.0,26590.0,46230.0,78300.0,,,2016
767,41-1000,Supervisors of Sales Workers,minor,1446900.0,0.4,24.63,51230.0,0.2,12.2,15.35,20.31,28.52,40.82,25380.0,31920.0,42250.0,59320.0,84900.0,,,2016
768,41-1010,First-Line Supervisors of Sales Workers,broad,1446900.0,0.4,24.63,51230.0,0.2,12.2,15.35,20.31,28.52,40.82,25380.0,31920.0,42250.0,59320.0,84900.0,,,2016
769,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1194220.0,0.4,21.11,43910.0,0.2,11.79,14.6,18.77,24.64,31.96,24530.0,30370.0,39040.0,51250.0,66480.0,,,2016
770,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,252670.0,0.7,41.27,85830.0,0.5,18.14,25.35,35.17,49.93,72.31,37730.0,52730.0,73150.0,103840.0,150400.0,,,2016
771,41-2000,Retail Sales Workers,minor,8791750.0,0.2,12.14,25250.0,0.2,8.43,9.14,10.37,12.98,18.11,17530.0,19010.0,21570.0,27000.0,37670.0,,,2016
772,41-2010,Cashiers,broad,3564130.0,0.4,10.44,21710.0,0.2,8.24,8.88,9.71,11.34,13.87,17140.0,18460.0,20200.0,23600.0,28840.0,,,2016
773,41-2011,Cashiers,detailed,3541010.0,0.4,10.43,21680.0,0.2,8.24,8.87,9.7,11.33,13.83,17140.0,18450.0,20180.0,23570.0,28760.0,,,2016
774,41-2012,Gaming Change Persons and Booth Cashiers,detailed,23120.0,5.4,12.47,25940.0,0.9,8.89,9.85,11.44,14.29,17.95,18500.0,20480.0,23780.0,29720.0,37330.0,,,2016
775,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,699070.0,0.7,14.79,30750.0,0.3,8.92,10.1,12.99,17.62,23.68,18560.0,21010.0,27030.0,36650.0,49240.0,,,2016
776,41-2021,Counter and Rental Clerks,detailed,450330.0,1.0,14.13,29390.0,0.4,8.82,10.0,12.29,16.51,22.47,18350.0,20800.0,25550.0,34340.0,46740.0,,,2016
777,41-2022,Parts Salespersons,detailed,248740.0,1.2,15.97,33220.0,0.5,9.18,10.89,14.32,19.18,25.21,19090.0,22660.0,29780.0,39890.0,52430.0,,,2016
778,41-2030,Retail Salespersons,broad,4528550.0,0.4,13.07,27180.0,0.2,8.56,9.33,10.9,14.17,19.91,17810.0,19410.0,22680.0,29480.0,41420.0,,,2016
779,41-2031,Retail Salespersons,detailed,4528550.0,0.4,13.07,27180.0,0.2,8.56,9.33,10.9,14.17,19.91,17810.0,19410.0,22680.0,29480.0,41420.0,,,2016
780,41-3000,"Sales Representatives, Services",minor,1903140.0,0.5,33.9,70510.0,0.6,12.69,17.28,25.29,39.27,64.26,26400.0,35950.0,52600.0,81680.0,133660.0,,,2016
781,41-3010,Advertising Sales Agents,broad,141100.0,1.7,30.61,63660.0,1.2,11.69,16.53,24.22,36.56,55.49,24320.0,34380.0,50380.0,76050.0,115430.0,,,2016
782,41-3011,Advertising Sales Agents,detailed,141100.0,1.7,30.61,63660.0,1.2,11.69,16.53,24.22,36.56,55.49,24320.0,34380.0,50380.0,76050.0,115430.0,,,2016
783,41-3020,Insurance Sales Agents,broad,385700.0,1.1,32.58,67760.0,0.9,13.19,17.07,24.03,37.09,61.57,27430.0,35500.0,49990.0,77140.0,128070.0,,,2016
784,41-3021,Insurance Sales Agents,detailed,385700.0,1.1,32.58,67760.0,0.9,13.19,17.07,24.03,37.09,61.57,27430.0,35500.0,49990.0,77140.0,128070.0,,,2016
785,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,353780.0,1.2,49.17,102260.0,1.6,16.03,19.73,32.36,63.07,#,33340.0,41040.0,67310.0,131180.0,#,,,2016
786,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,353780.0,1.2,49.17,102260.0,1.6,16.03,19.73,32.36,63.07,#,33340.0,41040.0,67310.0,131180.0,#,,,2016
787,41-3040,Travel Agents,broad,68680.0,2.0,19.18,39900.0,1.0,9.94,12.99,17.53,23.36,29.75,20670.0,27030.0,36460.0,48600.0,61890.0,,,2016
788,41-3041,Travel Agents,detailed,68680.0,2.0,19.18,39900.0,1.0,9.94,12.99,17.53,23.36,29.75,20670.0,27030.0,36460.0,48600.0,61890.0,,,2016
789,41-3090,"Miscellaneous Sales Representatives, Services",broad,953870.0,0.7,30.32,63070.0,0.4,12.02,16.94,25.23,37.19,54.78,25000.0,35230.0,52490.0,77360.0,113950.0,,,2016
790,41-3099,"Sales Representatives, Services, All Other",detailed,953870.0,0.7,30.32,63070.0,0.4,12.02,16.94,25.23,37.19,54.78,25000.0,35230.0,52490.0,77360.0,113950.0,,,2016
791,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,1732420.0,0.5,35.12,73060.0,0.4,13.96,20.0,29.1,43.17,62.47,29040.0,41590.0,60530.0,89800.0,129940.0,,,2016
792,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,1732420.0,0.5,35.12,73060.0,0.4,13.96,20.0,29.1,43.17,62.47,29040.0,41590.0,60530.0,89800.0,129940.0,,,2016
793,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,328370.0,1.7,44.67,92910.0,0.9,19.2,26.56,37.97,56.16,77.38,39930.0,55250.0,78980.0,116800.0,160940.0,,,2016
794,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1404050.0,0.5,32.89,68410.0,0.3,13.22,18.92,27.47,39.68,58.21,27500.0,39350.0,57140.0,82520.0,121080.0,,,2016
795,41-9000,Other Sales and Related Workers,minor,662330.0,1.1,23.77,49440.0,0.8,9.37,11.21,15.65,27.95,49.24,19490.0,23310.0,32550.0,58130.0,102430.0,,,2016
796,41-9010,"Models, Demonstrators, and Product Promoters",broad,90890.0,3.8,14.84,30860.0,1.5,9.23,10.41,12.3,17.28,23.42,19200.0,21650.0,25580.0,35930.0,48710.0,,,2016
797,41-9011,Demonstrators and Product Promoters,detailed,86500.0,3.9,14.7,30570.0,1.6,9.34,10.5,12.31,17.12,23.31,19420.0,21830.0,25610.0,35610.0,48480.0,,,2016
798,41-9012,Models,detailed,4390.0,15.6,17.58,36560.0,7.4,8.29,9.14,10.51,19.94,25.19,17240.0,19010.0,21870.0,41470.0,52390.0,,,2016
799,41-9020,Real Estate Brokers and Sales Agents,broad,192690.0,1.4,30.57,63590.0,1.3,10.84,14.71,22.32,36.4,60.0,22540.0,30600.0,46410.0,75710.0,124800.0,,,2016
800,41-9021,Real Estate Brokers,detailed,40850.0,3.1,38.14,79340.0,2.9,11.72,16.44,27.3,45.69,78.01,24370.0,34190.0,56790.0,95030.0,162260.0,,,2016
801,41-9022,Real Estate Sales Agents,detailed,151840.0,1.7,28.54,59360.0,1.4,10.69,14.39,21.2,34.16,54.12,22230.0,29940.0,44090.0,71060.0,112570.0,,,2016
802,41-9030,Sales Engineers,broad,74330.0,2.4,52.35,108880.0,1.0,27.4,35.77,48.08,63.5,80.05,56990.0,74400.0,100000.0,132080.0,166500.0,,,2016
803,41-9031,Sales Engineers,detailed,74330.0,2.4,52.35,108880.0,1.0,27.4,35.77,48.08,63.5,80.05,56990.0,74400.0,100000.0,132080.0,166500.0,,,2016
804,41-9040,Telemarketers,broad,215290.0,2.4,13.06,27170.0,0.7,8.81,9.8,11.69,14.66,18.9,18330.0,20370.0,24300.0,30480.0,39310.0,,,2016
805,41-9041,Telemarketers,detailed,215290.0,2.4,13.06,27170.0,0.7,8.81,9.8,11.69,14.66,18.9,18330.0,20370.0,24300.0,30480.0,39310.0,,,2016
806,41-9090,Miscellaneous Sales and Related Workers,broad,89120.0,1.7,20.19,42000.0,0.8,9.89,12.24,17.25,24.75,34.15,20570.0,25450.0,35880.0,51480.0,71040.0,,,2016
807,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,8040.0,8.8,13.76,28630.0,2.7,9.19,10.09,11.7,14.82,22.76,19120.0,20990.0,24330.0,30820.0,47340.0,,,2016
808,41-9099,"Sales and Related Workers, All Other",detailed,81080.0,1.7,20.83,43330.0,0.8,10.01,12.88,17.88,25.55,35.1,20810.0,26780.0,37190.0,53150.0,73000.0,,,2016
809,43-0000,Office and Administrative Support Occupations,major,22026080.0,0.2,17.91,37260.0,0.1,9.95,12.39,16.37,21.9,28.46,20700.0,25760.0,34050.0,45550.0,59190.0,,,2016
810,43-1000,Supervisors of Office and Administrative Support Workers,minor,1443150.0,0.3,27.83,57890.0,0.1,15.84,20.15,26.12,33.3,42.16,32950.0,41910.0,54340.0,69260.0,87690.0,,,2016
811,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,1443150.0,0.3,27.83,57890.0,0.1,15.84,20.15,26.12,33.3,42.16,32950.0,41910.0,54340.0,69260.0,87690.0,,,2016
812,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1443150.0,0.3,27.83,57890.0,0.1,15.84,20.15,26.12,33.3,42.16,32950.0,41910.0,54340.0,69260.0,87690.0,,,2016
813,43-2000,Communications Equipment Operators,minor,101910.0,2.1,14.97,31130.0,1.5,9.7,11.21,13.77,17.31,22.47,20180.0,23320.0,28640.0,36000.0,46750.0,,,2016
814,43-2010,"Switchboard Operators, Including Answering Service",broad,90910.0,1.9,14.29,29720.0,0.5,9.6,11.05,13.47,16.6,20.23,19960.0,22970.0,28030.0,34530.0,42090.0,,,2016
815,43-2011,"Switchboard Operators, Including Answering Service",detailed,90910.0,1.9,14.29,29720.0,0.5,9.6,11.05,13.47,16.6,20.23,19960.0,22970.0,28030.0,34530.0,42090.0,,,2016
816,43-2020,Telephone Operators,broad,8860.0,14.2,20.69,43030.0,6.9,10.96,13.55,17.79,27.05,31.84,22790.0,28180.0,37000.0,56270.0,66230.0,,,2016
817,43-2021,Telephone Operators,detailed,8860.0,14.2,20.69,43030.0,6.9,10.96,13.55,17.79,27.05,31.84,22790.0,28180.0,37000.0,56270.0,66230.0,,,2016
818,43-2090,Miscellaneous Communications Equipment Operators,broad,2150.0,5.9,20.15,41910.0,2.9,11.99,14.33,19.06,25.06,29.67,24940.0,29810.0,39640.0,52130.0,61720.0,,,2016
819,43-2099,"Communications Equipment Operators, All Other",detailed,2150.0,5.9,20.15,41910.0,2.9,11.99,14.33,19.06,25.06,29.67,24940.0,29810.0,39640.0,52130.0,61720.0,,,2016
820,43-3000,Financial Clerks,minor,3133030.0,0.3,18.17,37790.0,0.1,10.93,13.57,17.23,21.92,27.07,22740.0,28220.0,35840.0,45590.0,56310.0,,,2016
821,43-3010,Bill and Account Collectors,broad,298960.0,1.4,18.09,37620.0,0.4,11.35,13.68,17.0,21.22,26.43,23610.0,28460.0,35350.0,44140.0,54970.0,,,2016
822,43-3011,Bill and Account Collectors,detailed,298960.0,1.4,18.09,37620.0,0.4,11.35,13.68,17.0,21.22,26.43,23610.0,28460.0,35350.0,44140.0,54970.0,,,2016
823,43-3020,Billing and Posting Clerks,broad,485220.0,0.8,18.06,37570.0,0.2,12.23,14.4,17.38,21.11,25.07,25450.0,29950.0,36150.0,43910.0,52150.0,,,2016
824,43-3021,Billing and Posting Clerks,detailed,485220.0,0.8,18.06,37570.0,0.2,12.23,14.4,17.38,21.11,25.07,25450.0,29950.0,36150.0,43910.0,52150.0,,,2016
825,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,1566960.0,0.4,19.34,40220.0,0.1,11.48,14.73,18.46,23.29,28.67,23880.0,30640.0,38390.0,48440.0,59630.0,,,2016
826,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1566960.0,0.4,19.34,40220.0,0.1,11.48,14.73,18.46,23.29,28.67,23880.0,30640.0,38390.0,48440.0,59630.0,,,2016
827,43-3040,Gaming Cage Workers,broad,18810.0,6.7,13.52,28120.0,0.9,9.49,10.52,12.49,15.79,19.54,19750.0,21880.0,25990.0,32840.0,40640.0,,,2016
828,43-3041,Gaming Cage Workers,detailed,18810.0,6.7,13.52,28120.0,0.9,9.49,10.52,12.49,15.79,19.54,19750.0,21880.0,25990.0,32840.0,40640.0,,,2016
829,43-3050,Payroll and Timekeeping Clerks,broad,159650.0,0.8,20.95,43580.0,0.3,13.08,16.39,20.38,24.75,29.82,27200.0,34100.0,42390.0,51480.0,62030.0,,,2016
830,43-3051,Payroll and Timekeeping Clerks,detailed,159650.0,0.8,20.95,43580.0,0.3,13.08,16.39,20.38,24.75,29.82,27200.0,34100.0,42390.0,51480.0,62030.0,,,2016
831,43-3060,Procurement Clerks,broad,72120.0,1.4,20.18,41980.0,0.4,12.92,16.13,19.91,23.74,27.94,26880.0,33560.0,41410.0,49390.0,58110.0,,,2016
832,43-3061,Procurement Clerks,detailed,72120.0,1.4,20.18,41980.0,0.4,12.92,16.13,19.91,23.74,27.94,26880.0,33560.0,41410.0,49390.0,58110.0,,,2016
833,43-3070,Tellers,broad,496760.0,0.7,13.49,28060.0,0.2,10.01,11.17,13.11,15.14,18.15,20810.0,23230.0,27260.0,31500.0,37760.0,,,2016
834,43-3071,Tellers,detailed,496760.0,0.7,13.49,28060.0,0.2,10.01,11.17,13.11,15.14,18.15,20810.0,23230.0,27260.0,31500.0,37760.0,,,2016
835,43-3090,Miscellaneous Financial Clerks,broad,34540.0,4.1,20.13,41870.0,0.8,12.56,15.45,19.01,23.83,29.3,26120.0,32140.0,39540.0,49570.0,60950.0,,,2016
836,43-3099,"Financial Clerks, All Other",detailed,34540.0,4.1,20.13,41870.0,0.8,12.56,15.45,19.01,23.83,29.3,26120.0,32140.0,39540.0,49570.0,60950.0,,,2016
837,43-4000,Information and Record Clerks,minor,5630810.0,0.3,16.53,34370.0,0.1,9.8,11.93,15.24,19.64,25.08,20380.0,24810.0,31690.0,40850.0,52170.0,,,2016
838,43-4010,Brokerage Clerks,broad,59820.0,2.3,25.18,52380.0,0.6,15.91,19.29,23.65,29.39,36.73,33100.0,40130.0,49200.0,61130.0,76390.0,,,2016
839,43-4011,Brokerage Clerks,detailed,59820.0,2.3,25.18,52380.0,0.6,15.91,19.29,23.65,29.39,36.73,33100.0,40130.0,49200.0,61130.0,76390.0,,,2016
840,43-4020,Correspondence Clerks,broad,6780.0,5.4,18.11,37660.0,1.3,11.7,14.05,17.49,21.7,25.78,24340.0,29230.0,36370.0,45140.0,53630.0,,,2016
841,43-4021,Correspondence Clerks,detailed,6780.0,5.4,18.11,37660.0,1.3,11.7,14.05,17.49,21.7,25.78,24340.0,29230.0,36370.0,45140.0,53630.0,,,2016
842,43-4030,"Court, Municipal, and License Clerks",broad,128620.0,0.9,18.83,39160.0,0.7,11.48,14.06,17.63,22.38,27.61,23880.0,29250.0,36670.0,46540.0,57420.0,,,2016
843,43-4031,"Court, Municipal, and License Clerks",detailed,128620.0,0.9,18.83,39160.0,0.7,11.48,14.06,17.63,22.38,27.61,23880.0,29250.0,36670.0,46540.0,57420.0,,,2016
844,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,37680.0,4.9,18.91,39320.0,0.7,11.97,14.26,17.75,22.65,28.27,24890.0,29650.0,36930.0,47100.0,58800.0,,,2016
845,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,37680.0,4.9,18.91,39320.0,0.7,11.97,14.26,17.75,22.65,28.27,24890.0,29650.0,36930.0,47100.0,58800.0,,,2016
846,43-4050,Customer Service Representatives,broad,2707040.0,0.5,16.91,35170.0,0.2,10.01,12.27,15.53,19.92,25.83,20810.0,25520.0,32300.0,41430.0,53730.0,,,2016
847,43-4051,Customer Service Representatives,detailed,2707040.0,0.5,16.91,35170.0,0.2,10.01,12.27,15.53,19.92,25.83,20810.0,25520.0,32300.0,41430.0,53730.0,,,2016
848,43-4060,"Eligibility Interviewers, Government Programs",broad,135940.0,0.9,20.94,43550.0,0.6,14.26,16.55,20.84,25.17,28.27,29660.0,34420.0,43350.0,52350.0,58810.0,,,2016
849,43-4061,"Eligibility Interviewers, Government Programs",detailed,135940.0,0.9,20.94,43550.0,0.6,14.26,16.55,20.84,25.17,28.27,29660.0,34420.0,43350.0,52350.0,58810.0,,,2016
850,43-4070,File Clerks,broad,130950.0,1.3,15.03,31260.0,0.4,9.53,11.14,13.99,17.85,22.79,19830.0,23170.0,29090.0,37130.0,47410.0,,,2016
851,43-4071,File Clerks,detailed,130950.0,1.3,15.03,31260.0,0.4,9.53,11.14,13.99,17.85,22.79,19830.0,23170.0,29090.0,37130.0,47410.0,,,2016
852,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,248440.0,0.9,11.32,23530.0,0.4,8.4,9.22,10.61,12.38,15.31,17470.0,19190.0,22070.0,25750.0,31850.0,,,2016
853,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,248440.0,0.9,11.32,23530.0,0.4,8.4,9.22,10.61,12.38,15.31,17470.0,19190.0,22070.0,25750.0,31850.0,,,2016
854,43-4110,"Interviewers, Except Eligibility and Loan",broad,186030.0,1.5,16.17,33640.0,0.5,10.29,12.64,15.46,18.87,23.28,21400.0,26290.0,32150.0,39250.0,48420.0,,,2016
855,43-4111,"Interviewers, Except Eligibility and Loan",detailed,186030.0,1.5,16.17,33640.0,0.5,10.29,12.64,15.46,18.87,23.28,21400.0,26290.0,32150.0,39250.0,48420.0,,,2016
856,43-4120,"Library Assistants, Clerical",broad,98560.0,1.4,13.2,27450.0,0.5,8.76,9.71,12.12,15.58,19.49,18220.0,20190.0,25220.0,32400.0,40540.0,,,2016
857,43-4121,"Library Assistants, Clerical",detailed,98560.0,1.4,13.2,27450.0,0.5,8.76,9.71,12.12,15.58,19.49,18220.0,20190.0,25220.0,32400.0,40540.0,,,2016
858,43-4130,Loan Interviewers and Clerks,broad,224340.0,1.6,19.37,40300.0,0.4,11.88,14.96,18.57,23.22,28.19,24710.0,31110.0,38630.0,48310.0,58630.0,,,2016
859,43-4131,Loan Interviewers and Clerks,detailed,224340.0,1.6,19.37,40300.0,0.4,11.88,14.96,18.57,23.22,28.19,24710.0,31110.0,38630.0,48310.0,58630.0,,,2016
